Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T157_001,SE_T236_001,SE_T236_002,SE_T236_003,SE_T236_004,SE_T236_005,SE_T236_006,SE_T236_007,SE_T236_008,SE_T236_009,SE_T236_010,SE_T236_011,SE_T145_001,SE_T145_002,SE_T145_003,SE_T145_004,SE_T145_005,SE_T201_001,SE_T201_002,SE_T201_003
"06001432600","14000US06001432600","Census Tract 4326, Alameda County, California","Census Tract 4326, Alameda County, California","ca","140","00","ACSSF","0002889",,,,,"06","001",,,,"432600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7356,11384.84,0.646122298636133,7356,516,334,468,120,607,1211,1038,1304,971,358,289,140,7356,2717,1310,136,1439,395,801,558,7356,4924,1688,1310,40,1405,339,0,142,2432,1029,0,96,34,56,801,416,0.3763,2141,0,0,74,343,1102,408,185,0,0,29,7227,652,6575,2575,4795,2141,2141,2047
"06001432700","14000US06001432700","Census Tract 4327, Alameda County, California","Census Tract 4327, Alameda County, California","ca","140","00","ACSSF","0002890",,,,,"06","001",,,,"432700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,8970.809,0.319926578810404,2870,100,160,186,69,291,318,337,547,371,281,147,63,2870,1850,185,0,399,11,255,170,2870,2040,1281,185,0,393,11,0,170,830,569,0,0,6,0,255,0,0.3677,335,0,0,57,22,80,117,59,0,0,0,2870,245,2625,804,2150,335,335,335
"06001432800","14000US06001432800","Census Tract 4328, Alameda County, California","Census Tract 4328, Alameda County, California","ca","140","00","ACSSF","0002891",,,,,"06","001",,,,"432800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534,2365.416,1.49402892986377,3534,209,160,123,127,240,386,458,569,443,394,238,187,3534,1617,495,10,985,39,189,199,3534,2916,1381,465,10,915,0,25,120,618,236,30,0,70,39,164,79,0.3981,222,0,0,0,15,142,48,0,9,0,8,3534,164,3370,1215,2800,222,222,222
"06001433000","14000US06001433000","Census Tract 4330, Alameda County, California","Census Tract 4330, Alameda County, California","ca","140","00","ACSSF","0002892",,,,,"06","001",,,,"433000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3717,7273.757,0.511015108950312,3717,212,128,207,101,254,366,625,624,494,443,188,75,3717,2102,186,29,1098,6,103,193,3717,2775,1343,186,8,1088,6,18,126,942,759,0,21,10,0,85,67,0.3886,440,0,0,0,32,112,214,62,0,0,20,3717,291,3426,1315,2610,440,440,440
"06001433102","14000US06001433102","Census Tract 4331.02, Alameda County, California","Census Tract 4331.02, Alameda County, California","ca","140","00","ACSSF","0002893",,,,,"06","001",,,,"433102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088,7385.08,0.55354851064947,4088,224,267,214,137,331,602,486,733,502,375,176,41,4088,1470,93,45,1695,47,509,229,4088,2593,619,93,33,1678,42,0,128,1495,851,0,12,17,5,509,101,0.3883,401,0,0,41,57,135,144,16,0,0,8,4088,371,3717,1382,2776,401,401,401
"06001433103","14000US06001433103","Census Tract 4331.03, Alameda County, California","Census Tract 4331.03, Alameda County, California","ca","140","00","ACSSF","0002894",,,,,"06","001",,,,"433103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3737,14013.78,0.266666100383477,3737,186,278,329,129,352,803,536,586,257,156,77,48,3737,1315,1154,44,755,44,269,156,3737,2465,413,1133,0,755,44,30,90,1272,902,21,44,0,0,239,66,0.3954,1249,28,0,111,253,702,150,5,0,0,0,3737,423,3314,835,2675,1249,1249,1225
"06001433104","14000US06001433104","Census Tract 4331.04, Alameda County, California","Census Tract 4331.04, Alameda County, California","ca","140","00","ACSSF","0002895",,,,,"06","001",,,,"433104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079,10028.58,0.406737405733154,4079,242,254,121,152,344,782,538,570,474,411,107,84,4079,1964,569,26,820,19,374,307,4079,2791,1204,484,19,820,19,6,239,1288,760,85,7,0,0,368,68,0.4036,1294,36,66,98,57,556,335,117,0,0,29,4078,491,3587,1429,2535,1294,1294,1294
"06001433200","14000US06001433200","Census Tract 4332, Alameda County, California","Census Tract 4332, Alameda County, California","ca","140","00","ACSSF","0002896",,,,,"06","001",,,,"433200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7529,6141.93,1.22583618148038,7529,628,373,546,222,965,1261,656,1186,832,384,204,272,7529,2397,1617,35,2504,11,315,650,7529,5873,1269,1617,35,2488,11,0,453,1656,1128,0,0,16,0,315,197,0.4634,1749,14,97,55,212,1057,137,131,0,0,46,7445,911,6534,2742,4398,1749,1701,1685
"06001433300","14000US06001433300","Census Tract 4333, Alameda County, California","Census Tract 4333, Alameda County, California","ca","140","00","ACSSF","0002897",,,,,"06","001",,,,"433300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7502,7912.641,0.94810323445514,7502,222,586,533,288,735,692,1026,1085,1184,611,389,151,7502,2785,517,38,3187,35,650,290,7502,5694,1778,517,22,3154,35,0,188,1808,1007,0,16,33,0,650,102,0.4435,513,0,0,22,0,137,187,108,39,0,20,7502,931,6571,2151,5216,513,513,513
"06001433400","14000US06001433400","Census Tract 4334, Alameda County, California","Census Tract 4334, Alameda County, California","ca","140","00","ACSSF","0002898",,,,,"06","001",,,,"433400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6512,3080.676,2.11382214898293,6512,326,155,306,226,302,1089,908,927,1100,545,315,313,6512,1829,484,41,3627,15,256,260,6512,5567,1293,484,18,3627,15,0,130,945,536,0,23,0,0,256,130,0.3564,520,0,0,52,57,71,110,99,44,24,63,6512,375,6137,1944,4895,520,520,520
"06001433500","14000US06001433500","Census Tract 4335, Alameda County, California","Census Tract 4335, Alameda County, California","ca","140","00","ACSSF","0002899",,,,,"06","001",,,,"433500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4884,10243.96,0.47676861823298,4884,261,337,205,180,326,606,671,819,718,338,171,252,4884,1871,160,329,1857,10,259,398,4884,3200,1097,153,52,1835,10,0,53,1684,774,7,277,22,0,259,345,0.3664,227,34,0,8,1,12,103,19,0,0,50,4884,501,4383,1629,3420,227,227,227
"06001433600","14000US06001433600","Census Tract 4336, Alameda County, California","Census Tract 4336, Alameda County, California","ca","140","00","ACSSF","0002900",,,,,"06","001",,,,"433600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5661,9271.893,0.610554952378158,5661,162,340,276,254,369,598,903,926,1019,442,242,130,5661,1898,444,58,2642,0,420,199,5661,4617,1274,444,58,2642,0,0,199,1044,624,0,0,0,0,420,0,0.4195,1092,129,46,31,132,366,324,0,13,0,51,5661,378,5283,1917,3715,1092,1092,1092
"06001433700","14000US06001433700","Census Tract 4337, Alameda County, California","Census Tract 4337, Alameda County, California","ca","140","00","ACSSF","0002901",,,,,"06","001",,,,"433700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281,6478.317,0.506458717183246,3281,264,203,332,141,269,595,422,433,437,100,51,34,3281,2049,303,17,385,0,297,230,3281,1436,536,303,17,385,0,0,195,1845,1513,0,0,0,0,297,35,0.3734,661,0,2,14,163,239,161,31,33,0,18,3262,260,3002,1151,2028,661,661,661
"06001433800","14000US06001433800","Census Tract 4338, Alameda County, California","Census Tract 4338, Alameda County, California","ca","140","00","ACSSF","0002902",,,,,"06","001",,,,"433800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8561,13851.92,0.618036840325129,8561,501,620,574,403,877,1395,1086,1175,1043,466,235,186,8561,3265,1125,4,3076,47,901,143,8561,5649,1377,1059,4,3076,47,0,86,2912,1888,66,0,0,0,901,57,0.4122,1521,15,42,75,147,720,368,143,0,0,11,8467,1726,6741,2800,4658,1521,1521,1501
"06001433900","14000US06001433900","Census Tract 4339, Alameda County, California","Census Tract 4339, Alameda County, California","ca","140","00","ACSSF","0002903",,,,,"06","001",,,,"433900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7580,24041.72,0.31528524456484,7580,774,521,594,478,577,1694,1108,699,732,263,121,19,7580,3167,2181,260,777,102,656,437,7580,3961,508,2163,0,766,102,47,375,3619,2659,18,260,11,0,609,62,0.4018,2032,16,0,104,390,950,388,135,0,0,49,7580,1081,6499,3559,3151,2032,2032,2032
"06001434000","14000US06001434000","Census Tract 4340, Alameda County, California","Census Tract 4340, Alameda County, California","ca","140","00","ACSSF","0002904",,,,,"06","001",,,,"434000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5201,11143.81,0.466716448107095,5201,417,499,426,204,358,897,1038,556,421,201,116,68,5201,2541,1039,94,588,14,530,395,5201,2517,733,1019,54,588,0,0,123,2684,1808,20,40,0,14,530,272,0.4562,1226,87,37,108,227,497,186,21,14,0,49,5201,659,4542,2257,2547,1226,1226,1224
"06001435102","14000US06001435102","Census Tract 4351.02, Alameda County, California","Census Tract 4351.02, Alameda County, California","ca","140","00","ACSSF","0002905",,,,,"06","001",,,,"435102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800,3554.924,1.63153999169108,5800,317,157,238,121,1664,764,606,599,651,446,203,34,5800,2713,935,14,1224,28,532,354,5800,4673,2189,921,3,1212,17,35,296,1127,524,14,11,12,11,497,58,0.3834,417,0,0,8,0,94,141,67,44,43,20,5766,189,5577,1287,4900,417,417,417
"06001435103","14000US06001435103","Census Tract 4351.03, Alameda County, California","Census Tract 4351.03, Alameda County, California","ca","140","00","ACSSF","0002906",,,,,"06","001",,,,"435103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6699,335.0241,19.9955752690746,6699,382,369,590,359,231,596,1087,1434,819,429,319,84,6699,2464,681,0,2992,0,143,419,6699,6091,2067,681,0,2992,0,0,351,608,397,0,0,0,0,143,68,0.3787,150,0,0,0,0,0,2,0,61,49,38,6671,80,6591,1380,5866,150,150,150
"06001435104","14000US06001435104","Census Tract 4351.04, Alameda County, California","Census Tract 4351.04, Alameda County, California","ca","140","00","ACSSF","0002907",,,,,"06","001",,,,"435104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5791,2071.431,2.79565233506873,5791,490,322,294,151,648,1330,715,827,626,306,82,0,5791,1938,785,45,1630,279,682,432,5791,3822,832,785,9,1630,279,0,287,1969,1106,0,36,0,0,682,145,0.4208,1625,0,22,17,130,522,704,134,16,9,71,5786,889,4897,2172,2992,1625,1625,1615
"06001435200","14000US06001435200","Census Tract 4352, Alameda County, California","Census Tract 4352, Alameda County, California","ca","140","00","ACSSF","0002908",,,,,"06","001",,,,"435200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555,5197.743,0.87634189810918,4555,285,248,198,152,288,752,517,697,661,559,114,84,4555,1836,1199,0,923,0,299,298,4555,3483,1233,1158,0,863,0,0,229,1072,603,41,0,60,0,299,69,0.3387,275,10,0,16,17,104,20,48,26,0,34,4488,330,4158,1255,3341,275,275,275
"06001435300","14000US06001435300","Census Tract 4353, Alameda County, California","Census Tract 4353, Alameda County, California","ca","140","00","ACSSF","0002909",,,,,"06","001",,,,"435300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4467,8977.243,0.497591494632408,4467,221,216,274,71,559,633,607,929,434,204,151,168,4467,2166,1053,0,634,229,333,52,4467,3224,1265,1017,0,634,229,50,29,1243,901,36,0,0,0,283,23,0.3999,909,9,6,0,84,545,175,40,0,0,50,4234,315,3919,1443,2828,909,909,902
"06001435400","14000US06001435400","Census Tract 4354, Alameda County, California","Census Tract 4354, Alameda County, California","ca","140","00","ACSSF","0002910",,,,,"06","001",,,,"435400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4420,8615.497,0.513029017895064,4420,369,270,335,162,406,936,466,624,414,192,99,147,4420,2337,933,9,624,74,101,342,4420,2711,944,890,0,624,35,0,218,1709,1393,43,9,0,39,101,124,0.478,1321,7,43,106,137,603,233,111,33,25,23,4380,545,3835,1480,2552,1321,1321,1314
"06001435500","14000US06001435500","Census Tract 4355, Alameda County, California","Census Tract 4355, Alameda County, California","ca","140","00","ACSSF","0002911",,,,,"06","001",,,,"435500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674,9399.718,0.390862814808408,3674,273,205,125,140,231,711,441,536,576,170,142,124,3674,2179,375,44,399,105,368,204,3674,2046,1012,375,24,399,105,21,110,1628,1167,0,20,0,0,347,94,0.4708,981,17,44,38,148,360,232,70,31,20,21,3640,456,3184,1356,2137,981,981,948
"06001435601","14000US06001435601","Census Tract 4356.01, Alameda County, California","Census Tract 4356.01, Alameda County, California","ca","140","00","ACSSF","0002912",,,,,"06","001",,,,"435601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5801,15889.98,0.365072733927725,5801,468,474,576,234,648,933,893,688,527,251,39,70,5801,3062,352,10,381,171,1455,370,5801,1667,580,352,10,381,171,0,173,4134,2482,0,0,0,0,1455,197,0.4628,1224,0,43,9,164,703,237,50,13,0,5,5717,980,4737,2404,2584,1224,1224,1209
"06001435602","14000US06001435602","Census Tract 4356.02, Alameda County, California","Census Tract 4356.02, Alameda County, California","ca","140","00","ACSSF","0002913",,,,,"06","001",,,,"435602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5539,12543.45,0.441585057536946,5539,377,430,302,233,371,674,919,981,618,354,160,120,5539,3455,490,53,625,78,613,225,5539,2653,1469,437,6,615,78,0,48,2886,1986,53,47,10,0,613,177,0.3556,1027,0,21,59,109,494,286,41,6,0,11,5445,600,4845,2252,2980,1027,1027,1027
"06001435700","14000US06001435700","Census Tract 4357, Alameda County, California","Census Tract 4357, Alameda County, California","ca","140","00","ACSSF","0002914",,,,,"06","001",,,,"435700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4663,9073.987,0.513886550825718,4663,213,202,317,278,498,527,682,634,614,343,190,165,4663,2882,335,7,667,16,613,143,4663,2238,1071,323,7,667,16,14,140,2425,1811,12,0,0,0,599,3,0.3939,426,0,0,0,0,213,130,38,27,0,18,4663,230,4433,1429,3572,426,426,426
"06001435800","14000US06001435800","Census Tract 4358, Alameda County, California","Census Tract 4358, Alameda County, California","ca","140","00","ACSSF","0002915",,,,,"06","001",,,,"435800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321,10575.09,0.503163721221874,5321,194,271,415,214,421,831,823,734,846,303,138,131,5321,2744,182,0,1483,95,662,155,5321,3167,1414,147,0,1407,88,12,99,2154,1330,35,0,76,7,650,56,0.376,374,0,0,21,8,82,144,78,27,0,14,5321,407,4914,1484,4031,374,374,374
"06001435900","14000US06001435900","Census Tract 4359, Alameda County, California","Census Tract 4359, Alameda County, California","ca","140","00","ACSSF","0002916",,,,,"06","001",,,,"435900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511,5919.262,0.931028251868348,5511,362,338,180,306,592,632,625,933,743,454,271,75,5511,2783,404,105,1411,40,439,329,5511,3937,1807,386,0,1411,40,15,278,1574,976,18,105,0,0,424,51,0.3439,379,0,9,5,0,70,167,100,0,0,28,5511,299,5212,1652,4126,379,379,367
"06001436000","14000US06001436000","Census Tract 4360, Alameda County, California","Census Tract 4360, Alameda County, California","ca","140","00","ACSSF","0002917",,,,,"06","001",,,,"436000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369,8602.146,0.507896561682911,4369,321,319,181,201,367,624,566,539,609,377,190,75,4369,2413,197,57,691,64,633,314,4369,2835,1732,141,0,676,59,0,227,1534,681,56,57,15,5,633,87,0.3179,288,0,0,11,28,35,93,69,22,0,30,4369,455,3914,868,3445,288,288,288
"06001436100","14000US06001436100","Census Tract 4361, Alameda County, California","Census Tract 4361, Alameda County, California","ca","140","00","ACSSF","0002918",,,,,"06","001",,,,"436100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6057,12467.88,0.485808428456039,6057,237,351,476,307,447,802,919,729,894,580,199,116,6057,2811,402,156,1762,7,559,360,6057,3831,1358,402,53,1716,0,95,207,2226,1453,0,103,46,7,464,153,0.4017,778,139,18,34,125,250,118,57,6,0,31,6057,492,5565,2071,4068,778,771,771
"06001436200","14000US06001436200","Census Tract 4362, Alameda County, California","Census Tract 4362, Alameda County, California","ca","140","00","ACSSF","0002919",,,,,"06","001",,,,"436200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369,17557.1,0.248845168394603,4369,501,407,280,142,316,783,532,455,473,307,91,82,4369,2274,724,66,419,66,727,93,4369,1820,596,687,0,419,66,0,52,2549,1678,37,66,0,0,727,41,0.4004,1073,20,54,66,139,558,175,50,0,0,11,4220,825,3395,1890,1689,1073,1073,1073
"06001436300","14000US06001436300","Census Tract 4363, Alameda County, California","Census Tract 4363, Alameda County, California","ca","140","00","ACSSF","0002920",,,,,"06","001",,,,"436300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7980,11287.03,0.707005978406078,7980,495,586,394,305,960,1498,1281,1038,703,280,293,147,7980,3328,1226,86,2029,82,851,378,7980,4335,1206,858,22,2029,82,0,138,3645,2122,368,64,0,0,851,240,0.4162,1524,27,0,70,192,557,285,282,83,28,0,7912,1086,6826,2362,4749,1524,1515,1524
"06001436401","14000US06001436401","Census Tract 4364.01, Alameda County, California","Census Tract 4364.01, Alameda County, California","ca","140","00","ACSSF","0002921",,,,,"06","001",,,,"436401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7881,6549.349,1.20332565247407,7881,697,507,249,192,605,1643,980,913,1092,512,270,221,7881,4305,1072,44,1115,18,364,963,7881,5293,2457,972,12,1115,18,42,677,2588,1848,100,32,0,0,322,286,0.4077,1636,0,70,19,130,683,430,68,192,0,44,7874,868,7006,2622,5172,1636,1636,1618
"06001436402","14000US06001436402","Census Tract 4364.02, Alameda County, California","Census Tract 4364.02, Alameda County, California","ca","140","00","ACSSF","0002922",,,,,"06","001",,,,"436402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875,1747.024,1.64565550110657,2875,113,102,130,176,261,226,264,408,518,423,181,73,2875,1620,615,2,120,8,149,361,2875,2160,1360,544,2,120,0,0,134,715,260,71,0,0,8,149,227,0.3597,112,0,0,0,0,0,5,41,21,15,30,2875,145,2730,813,2351,112,112,112
"06001436500","14000US06001436500","Census Tract 4365, Alameda County, California","Census Tract 4365, Alameda County, California","ca","140","00","ACSSF","0002923",,,,,"06","001",,,,"436500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4955,6533.744,0.7583706951538,4955,405,252,209,171,901,1075,705,662,272,214,67,22,4955,2044,629,78,883,227,706,388,4955,2835,887,629,0,867,227,0,225,2120,1157,0,78,16,0,706,163,0.4249,1293,0,15,46,29,684,298,165,31,7,18,4955,803,4152,1501,2976,1293,1293,1284
"06001436601","14000US06001436601","Census Tract 4366.01, Alameda County, California","Census Tract 4366.01, Alameda County, California","ca","140","00","ACSSF","0002924",,,,,"06","001",,,,"436601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6466,15419.83,0.419330128170478,6466,461,528,299,200,786,1181,883,912,765,218,180,53,6466,3290,795,27,1085,180,761,328,6466,2979,807,787,2,1049,180,8,146,3487,2483,8,25,36,0,753,182,0.4058,1195,0,11,69,72,690,242,83,0,0,28,6466,776,5690,2142,3907,1195,1195,1195
"06001436602","14000US06001436602","Census Tract 4366.02, Alameda County, California","Census Tract 4366.02, Alameda County, California","ca","140","00","ACSSF","0002925",,,,,"06","001",,,,"436602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234,15202.93,0.344275726374022,5234,342,525,254,175,581,1119,686,795,334,213,184,26,5234,1906,1046,7,1084,100,578,513,5234,2929,384,1041,7,1084,100,20,293,2305,1522,5,0,0,0,558,220,0.453,1339,46,55,132,152,664,250,11,17,12,0,5234,867,4367,2406,2212,1339,1339,1324
"06001436700","14000US06001436700","Census Tract 4367, Alameda County, California","Census Tract 4367, Alameda County, California","ca","140","00","ACSSF","0002926",,,,,"06","001",,,,"436700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184,10330.44,0.308215327638584,3184,137,177,209,50,298,620,450,508,359,175,138,63,3184,1391,249,0,1004,27,384,129,3184,1691,374,198,0,1004,27,0,88,1493,1017,51,0,0,0,384,41,0.3758,467,0,0,36,69,28,167,84,62,12,9,3184,382,2802,827,2193,467,458,467
"06001436800","14000US06001436800","Census Tract 4368, Alameda County, California","Census Tract 4368, Alameda County, California","ca","140","00","ACSSF","0002927",,,,,"06","001",,,,"436800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234,10694.73,0.395896042761588,4234,295,263,338,81,427,979,589,456,451,197,128,30,4234,1534,663,15,878,17,814,313,4234,2422,679,663,15,878,17,0,170,1812,855,0,0,0,0,814,143,0.3759,723,0,0,13,9,371,188,99,0,43,0,4225,560,3665,1433,2604,723,723,723
"06001436900","14000US06001436900","Census Tract 4369, Alameda County, California","Census Tract 4369, Alameda County, California","ca","140","00","ACSSF","0002928",,,,,"06","001",,,,"436900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6502,13950.97,0.466060846613961,6502,477,558,491,286,837,878,984,850,562,319,174,86,6502,3716,272,164,847,210,970,323,6502,2348,895,272,0,847,210,32,92,4154,2821,0,164,0,0,938,231,0.4183,1023,0,0,9,75,633,168,67,31,0,40,6490,721,5769,2120,3936,1023,1023,1015
"06001437000","14000US06001437000","Census Tract 4370, Alameda County, California","Census Tract 4370, Alameda County, California","ca","140","00","ACSSF","0002929",,,,,"06","001",,,,"437000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447,5589.398,0.616703243412711,3447,217,151,189,135,233,485,420,677,479,181,170,110,3447,1584,329,54,774,177,268,261,3447,2255,732,329,46,760,177,0,211,1192,852,0,8,14,0,268,50,0.3914,259,0,0,5,0,109,69,52,7,0,17,3429,326,3103,829,2683,259,259,259
"06001437101","14000US06001437101","Census Tract 4371.01, Alameda County, California","Census Tract 4371.01, Alameda County, California","ca","140","00","ACSSF","0002930",,,,,"06","001",,,,"437101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6866,362.6788,18.9313494888779,6866,296,425,575,187,476,1009,1132,981,879,374,432,100,6866,1853,300,13,3701,98,323,578,6866,5437,977,300,13,3701,98,9,339,1429,876,0,0,0,0,314,239,0.3598,258,0,0,9,24,15,41,114,45,10,0,6866,476,6390,1599,5389,258,258,258
"06001437102","14000US06001437102","Census Tract 4371.02, Alameda County, California","Census Tract 4371.02, Alameda County, California","ca","140","00","ACSSF","0002931",,,,,"06","001",,,,"437102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4458,13271.38,0.335910822752847,4458,220,229,137,226,511,822,548,635,523,308,212,87,4458,1296,390,19,1725,25,601,402,4458,2966,564,390,8,1688,25,0,291,1492,732,0,11,37,0,601,111,0.4095,665,81,64,18,29,223,123,83,34,0,10,4458,416,4042,1585,2962,665,665,656
"06001437200","14000US06001437200","Census Tract 4372, Alameda County, California","Census Tract 4372, Alameda County, California","ca","140","00","ACSSF","0002932",,,,,"06","001",,,,"437200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7632,7737.727,0.986336230129252,7632,532,329,410,196,758,1484,799,819,1117,495,417,276,7632,2662,901,57,3019,28,170,795,7632,5775,1382,898,57,3019,28,34,357,1857,1280,3,0,0,0,136,438,0.4648,900,19,13,91,55,132,300,147,143,0,0,7525,611,6914,2352,5428,900,900,867
"06001437300","14000US06001437300","Census Tract 4373, Alameda County, California","Census Tract 4373, Alameda County, California","ca","140","00","ACSSF","0002933",,,,,"06","001",,,,"437300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3293,8297.634,0.39686013989254,3293,155,244,255,165,252,511,495,386,441,269,79,41,3293,911,457,85,820,167,558,295,3293,2154,408,457,69,820,167,0,233,1139,503,0,16,0,0,558,62,0.404,404,4,0,33,21,205,43,86,0,0,12,3279,176,3103,1322,2046,404,397,404
"06001437400","14000US06001437400","Census Tract 4374, Alameda County, California","Census Tract 4374, Alameda County, California","ca","140","00","ACSSF","0002934",,,,,"06","001",,,,"437400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301,9927.589,0.332507718182478,3301,223,201,272,85,291,428,448,478,448,259,84,84,3301,1655,70,54,722,99,588,113,3301,1546,625,65,23,686,99,4,44,1755,1030,5,31,36,0,584,69,0.3797,211,0,0,13,0,36,58,75,19,0,10,3301,273,3028,937,2471,211,205,198
"06001437500","14000US06001437500","Census Tract 4375, Alameda County, California","Census Tract 4375, Alameda County, California","ca","140","00","ACSSF","0002935",,,,,"06","001",,,,"437500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4690,19172.8,0.244617349578454,4690,546,511,350,205,338,899,842,305,376,195,98,25,4690,2147,244,0,848,28,1220,203,4690,1653,542,214,0,826,28,0,43,3037,1605,30,0,22,0,1220,160,0.3844,948,5,15,23,126,422,232,59,42,0,24,4604,696,3908,1921,2103,948,948,938
"06001437600","14000US06001437600","Census Tract 4376, Alameda County, California","Census Tract 4376, Alameda County, California","ca","140","00","ACSSF","0002936",,,,,"06","001",,,,"437600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664,11587.28,0.316208800967418,3664,193,215,271,109,356,526,475,571,373,189,276,110,3664,1350,348,0,934,165,689,178,3664,2021,522,277,0,914,165,0,143,1643,828,71,0,20,0,689,35,0.4034,417,54,14,25,12,162,99,41,0,0,10,3456,532,2924,1275,1926,417,412,417
